****_Guess_File_Begins_****  <--- Do not remove this line

[Parameters]
NUMBER_PEAKS		579
SHIFT_UNITS		PPM
reference_frequency		4.0017e+08
chi_squared		13123.99
noise_STDEV_real		0.003811937
noise_STDEV_imag		0.003811937

[Variables]

[Peaks]

; Peak#    Shift    Width_L(Hz)  Amplitude     Phase(rad)  Delay_Time(s)   Width_Gauss(Hz)
   143    1.155687     23.35771            0     3.112237  0.0001060335            0  
   144    1.147556     23.35771            0    0.5395239  0.0001060335            0  
   145    1.143011     23.35771            0    0.1835029  0.0001060335            0  
   146    1.142973     23.35771            0     3.671887  0.0001060335            0  
   147    1.137963     23.35771            0  -0.07840307  0.0001060335            0  
   148    1.137972     23.35771            0     1.372599  0.0001060335            0  
   149    1.130212     23.35771            0   -0.4932981  0.0001060335            0  
   150     1.13019     23.35771            0     2.955464  0.0001060335            0  
   151    1.072305     23.35771            0    0.4616239  0.0001060335            0  
   152    0.608792     23.35771            0    0.8591939  0.0001060335            0  
   153    0.601845     23.35771            0    0.7270909  0.0001060335            0  
   154    0.595543     23.35771            0    0.1960079  0.0001060335            0  
   155     0.59555     23.35771            0     3.996027  0.0001060335            0  
   156    0.591445     23.35771            0  -0.05904207  0.0001060335            0  
   157    0.589436     23.35771            0    0.1850609  0.0001060335            0  
   158    0.587955     23.35771            0     2.728768  0.0001060335            0  
   159     0.58788     23.35771            0     1.155323  0.0001060335            0  
   160    0.583776     23.35771            0   -0.3753651  0.0001060335            0  
   161    0.578357     23.35771            0     1.752334  0.0001060335            0  
   162    0.578282     23.35771            0     3.744403  0.0001060335            0  
   163    0.576885     23.35771            0   -0.4746911  0.0001060335            0  
   164    0.570447     23.35771            0     2.781176  0.0001060335            0  
   165    0.570195     23.35771            0     4.574812  0.0001060335            0  
   166    0.512168     23.35771            0     2.704661  0.0001060335            0  
   167    1.031753     23.35771            0     1.201715  0.0001060335            0  
   168    0.996067     23.35771            0    0.8169839  0.0001060335            0  
   169    0.996094     23.35771            0    -1.119029  0.0001060335            0  
   170    0.988237     23.35771            0    0.3743039  0.0001060335            0  
   171    0.984914     23.35771            0    0.1760149  0.0001060335            0  
   172    0.985181     23.35771            0     3.720422  0.0001060335            0  
   173    0.984645     23.35771            0     1.670838  0.0001060335            0  
   174     0.98124     23.35771            0  -0.03627207  0.0001060335            0  
   175    0.981242     23.35771            0     3.124997  0.0001060335            0  
   176    0.973586     23.35771            0   -0.4296601  0.0001060335            0  
   177    0.973499     23.35771            0    0.5070739  0.0001060335            0  
   178    0.938074     23.35771            0    0.9365579  0.0001060335            0  
   179    0.377507     23.35771            0   -0.8891091  0.0001060335            0  
   180    0.357064     23.35771            0    0.8312909  0.0001060335            0  
   181    0.350074     23.35771            0    0.6924589  0.0001060335            0  
   182    0.345732     23.35771            0    0.2116279  0.0001060335            0  
   183    0.343162     23.35771            0    0.5278119  0.0001060335            0  
   184    0.341993     23.35771            0     2.563446  0.0001060335            0  
   185    0.339065     23.35771            0    0.2128819  0.0001060335            0  
   186    0.335548     23.35771            0    0.5372949  0.0001060335            0  
   187    0.334551     23.35771            0   -0.4204661  0.0001060335            0  
   188    0.332392     23.35771            0    0.2141209  0.0001060335            0  
   189    0.330609     23.35771            0     1.336712  0.0001060335            0  
   190    0.328421     23.35771            0    0.4977649  0.0001060335            0  
   191     0.32778     23.35771            0   -0.1131561  0.0001060335            0  
   192    0.327345     23.35771            0     2.680241  0.0001060335            0  
   193    0.324002     23.35771            0    0.2156459  0.0001060335            0  
   194    0.321037     23.35771            0   -0.1049601  0.0001060335            0  
   195    0.319605     23.35771            0     3.241024  0.0001060335            0  
   196    0.319423     23.35771            0   -0.2743791  0.0001060335            0  
   197    0.317329     23.35771            0    0.2168309  0.0001060335            0  
   198    0.313235     23.35771            0   -0.2801671  0.0001060335            0  
   199    0.306174     23.35771            0   -0.4277491  0.0001060335            0  
   200    0.283831     23.35771            0     3.112819  0.0001060335            0  
   201    1.433067     23.35771            0    0.1779889  0.0001060335            0  
   202    1.430941     23.35771            0     3.624266  0.0001060335            0  
   203    1.431087     23.35771            0   -0.9448291  0.0001060335            0  
   204    1.431407     23.35771            0     2.158925  0.0001060335            0  
   205    1.430567     23.35771            0     4.215885  0.0001060335            0  
   206    1.430693     23.35771            0    0.2468769  0.0001060335            0  
   207    1.430295     23.35771            0     1.183964  0.0001060335            0  
   208    1.432863     23.35771            0    0.1669609  0.0001060335            0  
   209    1.430687     23.35771            0   0.01301493  0.0001060335            0  
   210    1.431321     23.35771            0      2.92647  0.0001060335            0  
   211     1.43071     23.35771            0    0.2587009  0.0001060335            0  
   212    1.431545     23.35771            0     3.330039  0.0001060335            0  
   213    1.430429     23.35771            0    0.4640379  0.0001060335            0  
   214      1.4303     23.35771            0   0.06360293  0.0001060335            0  
   215    1.430296     23.35771            0     1.929908  0.0001060335            0  
   216    1.430296     23.35771            0     4.255924  0.0001060335            0  
   217    1.089132     23.35771            0    0.1296309  0.0001060335            0  
   218      1.0826     23.35771            0     4.456567  0.0001060335            0  
   219    1.079531     23.35771            0    0.4435179  0.0001060335            0  
   220    1.068861     23.35771            0    0.2644629  0.0001060335            0  
   221    1.069004     23.35771            0     1.708805  0.0001060335            0  
   222     1.06925     23.35771            0      3.00173  0.0001060335            0  
   223    1.065742     23.35771            0     1.136739  0.0001060335            0  
   224    1.065219     23.35771            0    0.1737049  0.0001060335            0  
   225    1.061977     23.35771            0     3.394745  0.0001060335            0  
   226    1.058895     23.35771            0   0.05581193  0.0001060335            0  
   227    1.058511     23.35771            0     2.265544  0.0001060335            0  
   228    1.055281     23.35771            0  -0.06267807  0.0001060335            0  
   229    1.056079     23.35771            0     2.610554  0.0001060335            0  
   230    1.055057     23.35771            0     4.133832  0.0001060335            0  
   231    1.049312     23.35771            0    0.5302789  0.0001060335            0  
   232     1.04763     23.35771            0    0.5856179  0.0001060335            0  
   233    1.044583     23.35771            0   -0.3914101  0.0001060335            0  
   234     1.04326     23.35771            0     4.717391  0.0001060335            0  
   235    1.041654     23.35771            0     3.507767  0.0001060335            0  
   236    1.034933     23.35771            0     1.614732  0.0001060335            0  
   237    1.032361     23.35771            0    0.2025829  0.0001060335            0  
   238    1.032344     23.35771            0     2.159689  0.0001060335            0  
   239    1.031579     23.35771            0     4.742746  0.0001060335            0  
   240    1.030214     23.35771            0    0.1951929  0.0001060335            0  
   241    1.025594     23.35771            0     2.643396  0.0001060335            0  
   242    1.024819     23.35771            0    0.6946179  0.0001060335            0  
   243    1.020117     23.35771            0   0.01666893  0.0001060335            0  
   244     1.01858     23.35771            0     4.146458  0.0001060335            0  
   245    1.018067     23.35771            0     2.048646  0.0001060335            0  
   246    1.018063     23.35771            0  -0.04786807  0.0001060335            0  
   247    1.007153     23.35771            0   -0.5565631  0.0001060335            0  
   248    1.006464     23.35771            0      4.23209  0.0001060335            0  
   249    1.002797     23.35771            0   -0.4839561  0.0001060335            0  
   250    1.001984     23.35771            0    0.5319589  0.0001060335            0  
   251    1.000935     23.35771            0   -0.5629581  0.0001060335            0  
   252    0.990936     23.35771            0    0.3382229  0.0001060335            0  
   253    0.991213     23.35771            0     4.224563  0.0001060335            0  
   254    0.990138     23.35771            0      2.07812  0.0001060335            0  
   255    0.988798     23.35771            0     1.156712  0.0001060335            0  
   256    0.987671     23.35771            0    0.2549539  0.0001060335            0  
   257    0.983389     23.35771            0    0.1985019  0.0001060335            0  
   258    0.982375     23.35771            0      4.52971  0.0001060335            0  
   259    0.980275     23.35771            0   0.04400593  0.0001060335            0  
   260    0.979989     23.35771            0     1.793213  0.0001060335            0  
   261    0.979877     23.35771            0      4.14018  0.0001060335            0  
   262    0.969077     23.35771            0   -0.2049911  0.0001060335            0  
   263    0.966315     23.35771            0     2.204181  0.0001060335            0  
   264    0.964709     23.35771            0     1.709667  0.0001060335            0  
   265     0.95974     23.35771            0       4.5891  0.0001060335            0  
   266    0.953925     23.35771            0    0.2971519  0.0001060335            0  
   267    0.954091     23.35771            0      4.44619  0.0001060335            0  
   268     0.95201     23.35771            0    0.2534959  0.0001060335            0  
   269    0.949458     23.35771            0     4.810055  0.0001060335            0  
   270    0.947874     23.35771            0    0.9956759  0.0001060335            0  
   271    0.943672     23.35771            0    0.2955019  0.0001060335            0  
   272    0.931017     23.35771            0  -0.04452307  0.0001060335            0  
   273    0.927403     23.35771            0   -0.2139911  0.0001060335            0  
   274    0.828626     23.35771            0    0.1302889  0.0001060335            0  
   275    0.827326     23.35771            0     1.303245  0.0001060335            0  
   276    0.826094     23.35771            0    0.1209089  0.0001060335            0  
   277    0.818295     23.35771            0    0.1745429  0.0001060335            0  
   278    0.814155     23.35771            0     2.178304  0.0001060335            0  
   279    0.808222     23.35771            0    0.1303329  0.0001060335            0  
   280    0.803983     23.35771            0    0.1754259  0.0001060335            0  
   281    0.796388     23.35771            0    0.1652199  0.0001060335            0  
   282    0.794844     23.35771            0    -1.003063  0.0001060335            0  
   283    0.793349     23.35771            0     4.066422  0.0001060335            0  
   284    0.794079     23.35771            0    0.6579769  0.0001060335            0  
   285    0.781396     23.35771            0      3.16542  0.0001060335            0  
   286    0.781458     23.35771            0   -0.1751501  0.0001060335            0  
   287    0.778733     23.35771            0   -0.1704881  0.0001060335            0  
   288    0.775806     23.35771            0    0.1272369  0.0001060335            0  
   289    0.771439     23.35771            0     1.204511  0.0001060335            0  
   290    0.766545     23.35771            0    0.2130739  0.0001060335            0  
   291    0.764983     23.35771            0      2.43708  0.0001060335            0  
   292    0.764848     23.35771            0    0.1322879  0.0001060335            0  
   293    0.760804     23.35771            0    0.3459609  0.0001060335            0  
   294    0.758239     23.35771            0    0.1111009  0.0001060335            0  
   295    0.753765     23.35771            0    0.2965259  0.0001060335            0  
   296    0.753268     23.35771            0      3.49437  0.0001060335            0  
   297    0.751915     23.35771            0    0.2581249  0.0001060335            0  
   298    0.750545     23.35771            0     2.742979  0.0001060335            0  
   299    0.749145     23.35771            0    0.1579699  0.0001060335            0  
   300    0.748126     23.35771            0     4.715586  0.0001060335            0  
   301    0.746255     23.35771            0    0.3690009  0.0001060335            0  
   302    0.743422     23.35771            0    0.2534139  0.0001060335            0  
   303    0.741652     23.35771            0    0.4302819  0.0001060335            0  
   304    0.740819     23.35771            0     4.353656  0.0001060335            0  
   305    0.739374     23.35771            0   0.05328293  0.0001060335            0  
   306    0.739889     23.35771            0    -1.269956  0.0001060335            0  
   307     0.73667     23.35771            0   0.05856393  0.0001060335            0  
   308    0.735311     23.35771            0     4.227645  0.0001060335            0  
   309    0.733559     23.35771            0    0.3642279  0.0001060335            0  
   310    0.731097     23.35771            0    0.1800339  0.0001060335            0  
   311    0.728852     23.35771            0    0.1559349  0.0001060335            0  
   312     0.72859     23.35771            0     2.287764  0.0001060335            0  
   313     0.72724     23.35771            0   -0.2816621  0.0001060335            0  
   314    0.721088     23.35771            0    0.2255109  0.0001060335            0  
   315    0.719206     23.35771            0    0.2664099  0.0001060335            0  
   316    0.719115     23.35771            0   -0.8268031  0.0001060335            0  
   317    0.716739     23.35771            0    0.1633899  0.0001060335            0  
   318    0.714841     23.35771            0   -0.8448631  0.0001060335            0  
   319    0.711154     23.35771            0    0.2806779  0.0001060335            0  
   320    0.706828     23.35771            0    0.5264119  0.0001060335            0  
   321    0.704501     23.35771            0     4.521406  0.0001060335            0  
   322    0.703161     23.35771            0   -0.4255881  0.0001060335            0  
   323    0.702258     23.35771            0     2.452371  0.0001060335            0  
   324    0.697421     23.35771            0    0.6278259  0.0001060335            0  
   325    0.696994     23.35771            0     1.869508  0.0001060335            0  
   326    0.696841     23.35771            0   -0.6015571  0.0001060335            0  
   327    0.695939     23.35771            0      3.57918  0.0001060335            0  
   328    0.687978     23.35771            0    0.2260429  0.0001060335            0  
   329    0.681492     23.35771            0    0.2406989  0.0001060335            0  
   330    0.678712     23.35771            0    0.2310389  0.0001060335            0  
   331    0.674018     23.35771            0    -1.232941  0.0001060335            0  
   332    0.672964     23.35771            0     2.420154  0.0001060335            0  
   333    0.672918     23.35771            0     4.280897  0.0001060335            0  
   334    0.667705     23.35771            0     2.234678  0.0001060335            0  
   335    0.666637     23.35771            0    -1.260295  0.0001060335            0  
   336     0.66425     23.35771            0     4.320324  0.0001060335            0  
   337    0.663563     23.35771            0    0.2796289  0.0001060335            0  
   338    0.655577     23.35771            0     4.383583  0.0001060335            0  
   339    0.654624     23.35771            0    0.2646359  0.0001060335            0  
   340    0.648971     23.35771            0      2.43898  0.0001060335            0  
   341    0.640162     23.35771            0     4.162002  0.0001060335            0  
   342    1.437045     21.36615  0.004630866    0.2200987  0.000106601            0  
   343    1.435384     21.36615  0.0007806251      2.79697  0.000106601            0  
   344    1.434721     21.36615  0.0001515497   -0.6694163  0.000106601            0  
   345     1.43528     21.36615  0.0006644737     2.618363  0.000106601            0  
   346    1.434733     21.36615  0.0004013757     4.644879  0.000106601            0  
   347    1.434985     21.36615  0.0006928424     1.508735  0.000106601            0  
   348    1.434712     21.36615  0.0003571509     3.581266  0.000106601            0  
   349    1.434296     21.36615  0.0006539153    0.2698537  0.000106601            0  
   350    1.436861     21.36615  0.006713408    0.1981027  0.000106601            0  
   351     1.43475     21.36615  0.003766908   0.08352069  0.000106601            0  
   352     1.43547     21.36615  0.0001262791     4.458851  0.000106601            0  
   353    1.435261     21.36615  0.0005506563     2.824591  0.000106601            0  
   354    1.434665     21.36615  0.003275898    0.3700987  0.000106601            0  
   355    1.435249     21.36615  0.0005363284     2.866016  0.000106601            0  
   356    1.434328     21.36615  0.002547958    0.4224427  0.000106601            0  
   357    1.434296     21.36615  7.686774e-05     2.138223  0.000106601            0  
   358    1.076135     21.36615  5.228248e-06     1.622751  0.000106601            0  
   359    1.014773     21.36615   0.00131982    0.8897217  0.000106601            0  
   360    1.014771     21.36615  7.276943e-05   -0.8582893  0.000106601            0  
   361    1.009987     21.36615  0.0002936062    0.6098337  0.000106601            0  
   362    1.008238     21.36615  0.0003995465    0.5004617  0.000106601            0  
   363    1.002942     21.36615  0.001303413    0.2143137  0.000106601            0  
   364    1.003487     21.36615  6.883782e-05      3.66904  0.000106601            0  
   365    1.002396     21.36615  6.717534e-05     1.816971  0.000106601            0  
   366    0.997325     21.36615  0.0003882796  -0.08693531  0.000106601            0  
   367    0.997327     21.36615  2.655802e-05     3.780181  0.000106601            0  
   368    0.995576     21.36615  0.0003112544   -0.2162983  0.000106601            0  
   369    0.990949     21.36615  0.001512005   -0.3865083  0.000106601            0  
   370    0.929748     21.36615  2.579392e-06     1.029714  0.000106601            0  
   371    0.435168     21.36615  3.454626e-06   -0.7263283  0.000106601            0  
   372    0.389641     21.36615  0.0002813205    0.9002727  0.000106601            0  
   373    0.385017     21.36615  5.929824e-05    0.6444407  0.000106601            0  
   374    0.382928     21.36615  0.0003589662    0.8253197  0.000106601            0  
   375    0.376888     21.36615  0.0006791767    0.5877387  0.000106601            0  
   376    0.373943     21.36615  0.000122931     2.692484  0.000106601            0  
   377    0.370918     21.36615  0.0005301415    0.2488157  0.000106601            0  
   378    0.369343     21.36615  2.854003e-05    0.3800957  0.000106601            0  
   379    0.367594     21.36615  5.109234e-05   -0.1193003  0.000106601            0  
   380    0.367162     21.36615  0.0002809685    0.9055867  0.000106601            0  
   381    0.365429     21.36615  0.0004690048   -0.1712553  0.000106601            0  
   382    0.363328     21.36615  0.0002466862    0.2362777  0.000106601            0  
   383    0.362003     21.36615  8.698618e-05     1.641433  0.000106601            0  
   384    0.360443     21.36615  0.0003584753    0.8298807  0.000106601            0  
   385     0.35895     21.36615  0.0003389609   -0.3444863  0.000106601            0  
   386    0.355497     21.36615  0.0003995372    0.2453747  0.000106601            0  
   387     0.35668     21.36615  4.767939e-05     2.793647  0.000106601            0  
   388    0.353971     21.36615   7.7567e-05    0.5527487  0.000106601            0  
   389    0.352198     21.36615  0.0002638575   -0.4267593  0.000106601            0  
   390    0.350232     21.36615  6.241481e-05     3.094771  0.000106601            0  
   391    0.350058     21.36615  9.275624e-06     1.852161  0.000106601            0  
   392    0.348614     21.36615  0.0003928734    0.1317067  0.000106601            0  
   393    0.343277     21.36615  0.0003395443   -0.3469583  0.000106601            0  
   394     0.34131     21.36615  5.712636e-05   -0.1614053  0.000106601            0  
   395    0.336526     21.36615   0.00026439   -0.4291893  0.000106601            0  
   396    0.288785     21.36615  5.459791e-06     3.082787  0.000106601            0  
   397    1.406494     21.36615  0.003373289    0.1810313  0.000106601            0  
   398    1.383263     21.36615  0.008064798   -0.3668607  0.000106601            0  
   399    1.359977     21.36615  0.003872768    -1.133414  0.000106601            0  
   400    1.147539     21.36615   0.00568103   -0.1536187  0.000106601            0  
   401    1.140306     21.36615    0.0063778   -0.5003177  0.000106601            0  
   402    1.122571     21.36615  0.009780524   -0.2192217  0.000106601            0  
   403    1.115333     21.36615   0.00930992   -0.5490197  0.000106601            0  
   404    1.059066     21.36615  0.009250594    0.1342133  0.000106601            0  
   405    1.035103     21.36615   0.01626971   -0.3243257  0.000106601            0  
   406    1.010841     21.36615  0.005330194   -0.5668407  0.000106601            0  
   407    0.604819     21.36615  0.003986637   0.03140534  0.000106601            0  
   408    0.597585     21.36615  0.007735251   -0.3069927  0.000106601            0  
   409    0.590351     21.36615  0.003828801   -0.6399067  0.000106601            0  
   410    1.294178     23.35771            0    0.2033517  0.0001060335            0  
   411    2.679466     21.36615  0.0002895177    0.1700966  0.000106601            0  
   412    2.661701     21.36615  0.0008272949   -0.3915414  0.000106601            0  
   413    2.659573     21.36615  0.0004050958   -0.1561674  0.000106601            0  
   414    2.643908     21.36615  0.0004882181   -0.9980274  0.000106601            0  
   415    2.642462     21.36615  0.0008325899    0.1193786  0.000106601            0  
   416    2.641769     21.36615  0.0009752202   -0.8573914  0.000106601            0  
   417     2.62483     21.36615  0.001926781   -0.3648254  0.000106601            0  
   418    2.623936     21.36615  0.0005257509    -1.581445  0.000106601            0  
   419     2.62231     21.36615  0.0009410435   -0.1971024  0.000106601            0  
   420    2.607209     21.36615  0.000947212   -0.8938974  0.000106601            0  
