****_Guess_File_Begins_****  <--- Do not remove this line

[Parameters]
NUMBER_PEAKS		474
SHIFT_UNITS		PPM
reference_frequency		2.972291e+08
chi_squared		3754.573
noise_STDEV_real		0.01906029
noise_STDEV_imag		0.01906029

[Variables]

[Peaks]

; Peak#    Shift    Width_L(Hz)  Amplitude     Phase(rad)  Delay_Time(s)   Width_Gauss(Hz)
   122    1.376262     12.87259   0.00122097   -0.5386193  -0.0005770351            0  
   123    1.376081     12.87259  0.001287205     4.912832  -0.0005770351            0  
   124    1.374059     12.87259  0.001046484     2.071009  -0.0005770351            0  
   125    1.373624     12.87259    0.0110259    0.2146307  -0.0005770351            0  
   126    1.373718     12.87259  0.0002411171     3.486821  -0.0005770351            0  
   127    1.371358     12.87259  0.0004625554     3.164432  -0.0005770351            0  
   128    1.371176     12.87259  0.0006777363   -0.2801953  -0.0005770351            0  
   129    1.343451     12.87259  0.004025161     2.301526  -0.0005770351            0  
   130    1.342212     12.87259   0.01138489     1.053034  -0.0005770351            0  
   131     1.29572     12.87259  0.0001170754     1.022861  -0.0005770351            0  
   132    1.293785     12.87259  0.0002787397    0.7659087  -0.0005770351            0  
   133    1.285158     12.87259  0.0002135835    0.3905017  -0.0005770351            0  
   134    1.263171     12.87259  0.0005340343     1.235367  -0.0005770351            0  
   135    1.254246     12.87259  0.0001161394    0.4971227  -0.0005770351            0  
   136    1.252731     12.87259  0.000127491    0.4100947  -0.0005770351            0  
   137     1.14458     12.87259   0.01458529     4.017468  -0.0005770351            0  
   138    1.143674     12.87259   0.01187715    0.6692787  -0.0005770351            0  
   139    1.135083     12.87259   0.01180984     2.555196  -0.0005770351            0  
   140    1.133942     12.87259   0.01207553    0.3448747  -0.0005770351            0  
   141    1.110509     12.87259   0.03659516     4.043902  -0.0005770351            0  
   142    1.101007     12.87259   0.04529942     2.471858  -0.0005770351            0  
   143    1.099477     12.87259  0.001406153     2.441426  -0.0005770351            0  
   144     1.05523     12.87259    0.0461383    0.3006967  -0.0005770351            0  
   145    1.024367     12.87259   0.03545066    0.5787627  -0.0005770351            0  
   146     1.02171     12.87259   0.02749088    0.5541487  -0.0005770351            0  
   147   0.9909164     12.87259   0.01366964     4.358237  -0.0005770351            0  
   148   0.9907014     12.87259   0.01130871     2.956414  -0.0005770351            0  
   149   0.5969004     12.87259   0.01558132     1.894873  -0.0005770351            0  
   150   0.5967524     12.87259  0.001498671    0.5932337  -0.0005770351            0  
   151   0.5873084     12.87259   0.02849786    0.5041597  -0.0005770351            0  
   152   0.5870194     12.87259   0.01584222    0.1246257  -0.0005770351            0  
   153   0.5777774     12.87259  0.005703659   -0.7930263  -0.0005770351            0  
   154   0.5776464     12.87259   0.00550199   -0.4190723  -0.0005770351            0  
   155   0.5775534     12.87259  0.008331882     4.935646  -0.0005770351            0  
   156    3.185658     13.18656            0     2.506279  -0.0005866069            0  
   157     3.16132     13.18656            0    -1.924466  -0.0005866069            0  
   158   0.9018425     13.18656            0   -0.3516529  -0.0005866069            0  
   159   0.8775065     13.18656            0     1.534793  -0.0005866069            0  
   160   0.8531615     13.18656            0     3.446024  -0.0005866069            0  
   161   0.8288245     13.18656            0   -0.8988909  -0.0005866069            0  
   162    1.322771     12.87259  1.12751e-05     3.900131  -0.0005770351            0  
   163    1.291379     12.87259  6.009145e-06     3.233268  -0.0005770351            0  
   164     1.28907     12.87259  3.347579e-05    0.6470685  -0.0005770351            0  
   165    1.279526     12.87259  0.0006677559   -0.9762555  -0.0005770351            0  
   166    1.277418     12.87259  6.355705e-05   -0.4043485  -0.0005770351            0  
   167    1.257809     12.87259  2.586625e-05    0.1587775  -0.0005770351            0  
   168    1.248115     12.87259  0.001356015   -0.6237875  -0.0005770351            0  
   169    1.247252     12.87259  0.0008215687   -0.9320925  -0.0005770351            0  
   170    1.247154     12.87259  0.0001186924     4.090151  -0.0005770351            0  
   171    1.246809     12.87259  6.021453e-05    -1.765828  -0.0005770351            0  
   172    1.246059     12.87259  5.127884e-05    0.2178715  -0.0005770351            0  
   173    1.237305     12.87259  7.085931e-05    -1.523613  -0.0005770351            0  
   174    1.217314     12.87259  0.0003196235    0.2371555  -0.0005770351            0  
   175    1.215557     12.87259  9.300501e-05     3.730144  -0.0005770351            0  
   176    1.215805     12.87259  1.340744e-05    -2.029663  -0.0005770351            0  
   177    1.215351     12.87259  0.0003812052   -0.2512505  -0.0005770351            0  
   178    1.205862     12.87259  8.400636e-05   -0.6656695  -0.0005770351            0  
   179    1.203896     12.87259  1.17841e-05    0.7736965  -0.0005770351            0  
   180    1.172417     12.87259  2.827605e-05     1.115756  -0.0005770351            0  
   181    1.146049     12.87259  0.001123876     3.509087  -0.0005770351            0  
   182    1.133394     12.87259  0.001356734     1.365188  -0.0005770351            0  
   183    1.125175     12.87259  4.953051e-06     3.821742  -0.0005770351            0  
   184    1.113901     12.87259  0.001280457     3.874148  -0.0005770351            0  
   185    1.101205     12.87259  0.001062805     1.369937  -0.0005770351            0  
   186   0.9726774     12.87259  0.001661665    -1.169984  -0.0005770351            0  
   187   0.9407594     12.87259  0.001851106   -0.7537865  -0.0005770351            0  
   188   0.9412244     12.87259  0.0001400109    0.3986725  -0.0005770351            0  
   189   0.9311134     12.87259  0.0003410673     1.992082  -0.0005770351            0  
   190   0.9285754     12.87259  0.0003392377     3.753437  -0.0005770351            0  
   191   0.9194174     12.87259  0.0001352357      2.05188  -0.0005770351            0  
   192   0.9089784     12.87259  0.001886349   -0.1912765  -0.0005770351            0  
   193   0.9087734     12.87259  0.001195046    0.4908405  -0.0005770351            0  
   194   0.8891574     12.87259  0.0002956739    -1.896003  -0.0005770351            0  
   195   0.8884124     12.87259  2.693724e-05    0.4152605  -0.0005770351            0  
   196   0.8879904     12.87259  0.0005180797     3.255324  -0.0005770351            0  
   197   0.8786844     12.87259  0.0003968356    -1.311908  -0.0005770351            0  
   198   0.8680674     12.87259  0.0008282002    -1.197134  -0.0005770351            0  
   199   0.8669884     12.87259  0.0007234246  -0.07930447  -0.0005770351            0  
   200   0.8451254     12.87259  0.001046635    -1.423138  -0.0005770351            0  
   201   0.8408414     12.87259  0.0006241534     1.222837  -0.0005770351            0  
   202   0.8346474     12.87259  0.0001750148    0.6014135  -0.0005770351            0  
   203   0.8332644     12.87259  0.0007341965    -1.477297  -0.0005770351            0  
   204   0.8303774     12.87259  0.0005798084       2.0326  -0.0005770351            0  
   205   0.8281184     12.87259  0.000395872     4.035412  -0.0005770351            0  
   206   0.8229584     12.87259  0.0003742834     1.645586  -0.0005770351            0  
   207   0.8186804     12.87259  0.0001830742    0.8615165  -0.0005770351            0  
   208   0.8130284     12.87259  0.0007369213      4.04765  -0.0005770351            0  
   209   0.8078914     12.87259  0.0008824902     3.882835  -0.0005770351            0  
   210   0.7931014     12.87259  0.0003304446     2.125076  -0.0005770351            0  
   211   0.7926904     12.87259  0.0005205466    -1.672406  -0.0005770351            0  
   212   0.7926794     12.87259  0.0005972653     3.677944  -0.0005770351            0  
   213   0.7881184     12.87259  0.000483312     2.570997  -0.0005770351            0  
   214   0.7879674     12.87259  0.000570373   -0.3826355  -0.0005770351            0  
   215   0.7875394     12.87259  0.0002288905     3.209854  -0.0005770351            0  
   216   0.7443864     12.87259  4.390735e-05   -0.4355495  -0.0005770351            0  
   217    1.092126     13.18656            0   -0.6414079  -0.0005866069            0  
   218    1.523397     13.18656            0    -1.892351  -0.0005866069            0  
   219    1.441224     13.18656            0     2.603906  -0.0005866069            0  
   220    1.441396     13.18656            0    -1.124429  -0.0005866069            0  
   221    1.430691     13.18656            0    0.6013721  -0.0005866069            0  
   222    1.430967     13.18656            0   -0.3503529  -0.0005866069            0  
   223    1.424486     13.18656            0   -0.6439889  -0.0005866069            0  
   224    1.424938     13.18656            0    -2.023343  -0.0005866069            0  
   225    1.424047     13.18656            0     2.414721  -0.0005866069            0  
   226    1.417906     13.18656            0     3.782413  -0.0005866069            0  
   227     1.41766     13.18656            0    -1.774566  -0.0005866069            0  
   228    1.417403     13.18656            0   -0.5371129  -0.0005866069            0  
   229    1.407461     13.18656            0     2.577707  -0.0005866069            0  
   230    1.407512     13.18656            0   -0.9184569  -0.0005866069            0  
   231    1.325588     13.18656            0   -0.9140439  -0.0005866069            0  
   232   0.7518475     13.18656            0    -1.441519  -0.0005866069            0  
   233   0.6941535     13.18656            0     2.466938  -0.0005866069            0  
   234   0.6923845     13.18656            0     2.466994  -0.0005866069            0  
   235   0.6906155     13.18656            0     2.467176  -0.0005866069            0  
   236   0.6839565     13.18656            0    0.5521201  -0.0005866069            0  
   237   0.6821865     13.18656            0    0.5515841  -0.0005866069            0  
   238   0.6804155     13.18656            0    0.5511041  -0.0005866069            0  
   239   0.6766685     13.18656            0   -0.5002139  -0.0005866069            0  
   240   0.6740145     13.18656            0   -0.6712279  -0.0005866069            0  
   241   0.6709165     13.18656            0    -1.789245  -0.0005866069            0  
   242   0.6700205     13.18656            0    0.2367751  -0.0005866069            0  
   243   0.6691475     13.18656            0    -1.789418  -0.0005866069            0  
   244   0.6682085     13.18656            0     2.478606  -0.0005866069            0  
   245   0.6673785     13.18656            0    -1.789639  -0.0005866069            0  
   246   0.6664395     13.18656            0     2.480043  -0.0005866069            0  
   247   0.6603505     13.18656            0     2.537394  -0.0005866069            0  
   248   0.6595225     13.18656            0   -0.3313139  -0.0005866069            0  
   249   0.6586095     13.18656            0     2.528469  -0.0005866069            0  
   250   0.6580025     13.18656            0    0.5549081  -0.0005866069            0  
   251   0.6568395     13.18656            0     2.526258  -0.0005866069            0  
   252   0.6562325     13.18656            0    0.5561001  -0.0005866069            0  
   253   0.6533765     13.18656            0    -1.816691  -0.0005866069            0  
   254   0.6524975     13.18656            0    0.6314571  -0.0005866069            0  
   255   0.6507225     13.18656            0   -0.4902939  -0.0005866069            0  
   256   0.6489625     13.18656            0   -0.8517739  -0.0005866069            0  
   257   0.6469805     13.18656            0     2.143117  -0.0005866069            0  
   258   0.6464625     13.18656            0      1.15459  -0.0005866069            0  
   259   0.6449625     13.18656            0    -1.802985  -0.0005866069            0  
   260   0.6431925     13.18656            0    -1.804444  -0.0005866069            0  
   261   0.6362185     13.18656            0    0.7016131  -0.0005866069            0  
   262   0.6344265     13.18656            0     2.501221  -0.0005866069            0  
   263   0.6326565     13.18656            0      2.49968  -0.0005866069            0  
   264   0.5540255     13.18656            0    0.3547581  -0.0005866069            0  
   265    1.301169     12.87259   0.03657144   -0.6388785  -0.0005770351            0  
   266    1.420256     12.87259  0.002588473     3.992938  -0.0005770351            0  
   267     1.41719     12.87259  0.002786603     3.161493  -0.0005770351            0  
   268    1.397983     12.87259  0.005392119   -0.3392305  -0.0005770351            0  
   269     1.39527     12.87259  0.005485594   -0.6135065  -0.0005770351            0  
   270    1.393443     12.87259  0.000263649   -0.9897785  -0.0005770351            0  
   271    1.375839     12.87259  0.003343091     1.051858  -0.0005770351            0  
   272    1.373482     12.87259  0.002943829     1.679487  -0.0005770351            0  
   273    1.242356     12.87259  0.002907021     3.347309  -0.0005770351            0  
   274    1.239998     12.87259  0.003359233     3.980126  -0.0005770351            0  
   275    1.222395     12.87259  0.0002634186   -0.2699265  -0.0005770351            0  
   276    1.220567     12.87259  0.005482765   -0.6460505  -0.0005770351            0  
   277    1.217861     12.87259  0.005358637   -0.9239195  -0.0005770351            0  
   278    1.198647     12.87259  0.002770743     1.865592  -0.0005770351            0  
   279    1.195582     12.87259   0.00257454     1.022564  -0.0005770351            0  
   280    2.681572     12.87259  0.002195428     4.363088  -0.0005770351            0  
   281    2.657698     12.87259  0.003957778    -1.236793  -0.0005770351            0  
   282    2.657659     12.87259  0.001891138    0.1117915  -0.0005770351            0  
   283     2.65464     12.87259  0.003489618   -0.5649225  -0.0005770351            0  
   284    2.633785     12.87259   0.00419471     1.720132  -0.0005770351            0  
   285    2.631839     12.87259  0.002437992     3.968465  -0.0005770351            0  
   286    2.630656     12.87259  0.009315549     1.369384  -0.0005770351            0  
   287    2.608257     12.87259   0.01114991     2.618334  -0.0005770351            0  
   288    2.606615     12.87259  0.002964935     3.658407  -0.0005770351            0  
   289     2.60451     12.87259  0.001474092      3.22236  -0.0005770351            0  
   290     2.58459     12.87259  0.005199097   -0.3128145  -0.0005770351            0  
   291    2.580801     12.87259  0.008475978   -0.3489745  -0.0005770351            0  
   292    2.580759     12.87259  0.008913854   -0.7877685  -0.0005770351            0  
   293    2.564906     12.87259   0.00260447      4.00666  -0.0005770351            0  
   294     2.55703     12.87259  0.004893535    0.6077795  -0.0005770351            0  
   295    2.556476     12.87259  0.001928611     4.120941  -0.0005770351            0  
   296    2.555537     12.87259  0.001553151     2.367547  -0.0005770351            0  
   297    2.540378     12.87259  0.007982415     4.356209  -0.0005770351            0  
   298    2.539257     12.87259  0.003692688    -1.449054  -0.0005770351            0  
   299    2.531457     12.87259  0.002435595     4.705542  -0.0005770351            0  
   300    2.530976     12.87259  0.005826849      3.67849  -0.0005770351            0  
   301    2.515207     12.87259  0.002415175    0.2707635  -0.0005770351            0  
   302    2.514931     12.87259  0.005687845     1.390957  -0.0005770351            0  
   303    2.507231     12.87259  0.004194026   -0.7516185  -0.0005770351            0  
   304    2.505407     12.87259  0.004219165   -0.6837865  -0.0005770351            0  
   305    2.491183     12.87259  0.003804535     2.359623  -0.0005770351            0  
   306    2.489167     12.87259  0.003508257     2.182116  -0.0005770351            0  
   307    2.481334     12.87259  0.005092559     1.301269  -0.0005770351            0  
   308    2.465346     12.87259  0.003655557     3.721133  -0.0005770351            0  
   309    2.393707     12.87259  0.0002099334    -1.348929  -0.0005770351            0  
   310    2.380729     12.87259  0.001434824    -1.092002  -0.0005770351            0  
   311    2.357137     12.87259  0.002207385    0.3458045  -0.0005770351            0  
   312    2.332825     12.87259  0.0005909676     2.401704  -0.0005770351            0  
   313    2.327674     12.87259   0.04333698    -1.000596  -0.0005770351            0  
   314    2.303707     12.87259   0.03160589    0.4237905  -0.0005770351            0  
   315    2.301241     12.87259   0.03001352    0.5229625  -0.0005770351            0  
   316    2.279497     12.87259  0.009608307     1.890879  -0.0005770351            0  
   317    2.274922     12.87259   0.01597455     2.580317  -0.0005770351            0  
   318    2.274665     12.87259  0.001535696    -1.112088  -0.0005770351            0  
   319    2.247691     12.87259  0.002134709    0.6761275  -0.0005770351            0  
   320    2.221601     12.87259  0.0006790921     2.511752  -0.0005770351            0  
   321   0.9252743     12.87259   0.02352693     3.542469  -0.0005770351            0  
   322   0.9091333     12.87259   0.02207058   0.05023853  -0.0005770351            0  
   323   0.9013263     12.87259   0.02019558   -0.1560265  -0.0005770351            0  
   324   0.8851303     12.87259   0.02233562     2.611791  -0.0005770351            0  
   325    2.619042     12.87259  8.796362e-05     1.078612  -0.0005770351            0  
   326    2.599602     12.87259  7.41506e-05     4.156209  -0.0005770351            0  
   327    2.597856     12.87259  0.0001168615      4.02635  -0.0005770351            0  
   328     2.59092     12.87259  7.169158e-05     3.407658  -0.0005770351            0  
   329    2.590748     12.87259  0.0001566158     2.077858  -0.0005770351            0  
   330    2.570361     12.87259  0.001205289     1.099682  -0.0005770351            0  
   331    2.569507     12.87259  9.732057e-05     4.098482  -0.0005770351            0  
   332    2.565157     12.87259  6.346144e-05     3.044241  -0.0005770351            0  
   333    2.563966     12.87259  0.001648826     1.502979  -0.0005770351            0  
   334    2.549228     12.87259  0.001285945     4.081158  -0.0005770351            0  
   335    2.547539     12.87259  0.0004179516     3.500347  -0.0005770351            0  
   336    2.545563     12.87259  0.001060584     3.703316  -0.0005770351            0  
   337    2.543842     12.87259  0.0002375764   -0.2270225  -0.0005770351            0  
   338    2.543705     12.87259  0.001050773     4.271308  -0.0005770351            0  
   339    2.541581     12.87259  0.001055827     3.498492  -0.0005770351            0  
   340    2.538858     12.87259  0.0009670987     1.727126  -0.0005770351            0  
   341    2.538568     12.87259  0.0007965858     2.688918  -0.0005770351            0  
   342    2.532899     12.87259  0.0005170476     2.178756  -0.0005770351            0  
   343      2.5271     12.87259  0.0002842141   -0.7816785  -0.0005770351            0  
   344    2.524362     12.87259  0.001925705     4.235714  -0.0005770351            0  
   345    2.521014     12.87259   0.00117016   -0.2499435  -0.0005770351            0  
   346    2.518482     12.87259  0.001294316    -1.022236  -0.0005770351            0  
   347       2.517     12.87259  0.004085146     3.801354  -0.0005770351            0  
   348    2.515317     12.87259  0.0001137157     2.172464  -0.0005770351            0  
   349    2.513702     12.87259  0.002134527     4.391594  -0.0005770351            0  
   350    2.511816     12.87259  0.0003372697     4.312097  -0.0005770351            0  
   351    2.495275     12.87259   0.00139868    0.3922725  -0.0005770351            0  
   352    2.495078     12.87259  5.968982e-05     4.556596  -0.0005770351            0  
   353    2.493612     12.87259  0.001701855    0.1540785  -0.0005770351            0  
   354    2.493211     12.87259  5.447947e-05     3.930559  -0.0005770351            0  
   355     2.48969     12.87259  0.0001023606     3.574705  -0.0005770351            0  
   356    2.484529     12.87259  6.227402e-05    0.9968165  -0.0005770351            0  
   357    2.472893     12.87259  0.0001711339     3.216212  -0.0005770351            0  
   358    2.469408     12.87259  9.512579e-05   -0.1698615  -0.0005770351            0  
   359    2.464698     12.87259  0.0001920133     4.060429  -0.0005770351            0  
   360    2.445045     12.87259  0.0001817508    0.7979765  -0.0005770351            0  
   361    2.415202     12.87259  3.946637e-05    -1.126363  -0.0005770351            0  
   362    2.309229     12.87259  4.721544e-05    0.6594185  -0.0005770351            0  
   363    2.283437     12.87259  0.0005711998    -1.072458  -0.0005770351            0  
   364    2.260968     12.87259  0.0002134239     1.499665  -0.0005770351            0  
   365    2.258967     12.87259  0.0003759289   0.08303153  -0.0005770351            0  
   366    2.252544     12.87259  7.327105e-05   -0.3143975  -0.0005770351            0  
   367    2.251537     12.87259  6.146845e-05     2.595961  -0.0005770351            0  
   368     2.23334     12.87259  0.0003157339     1.526784  -0.0005770351            0  
   369     2.23195     12.87259  0.004691091    -1.311082  -0.0005770351            0  
   370     2.22918     12.87259  0.004424739   -0.6069465  -0.0005770351            0  
   371    2.210113     12.87259  0.001553054      1.96983  -0.0005770351            0  
   372    2.209804     12.87259  0.002313059    0.4131565  -0.0005770351            0  
   373    2.207086     12.87259  0.003145732    0.2995075  -0.0005770351            0  
   374    2.200521     12.87259  0.005698924    0.6737275  -0.0005770351            0  
   375    2.200849     12.87259   0.00141187   -0.9936745  -0.0005770351            0  
   376    2.181784     12.87259  0.003502233     1.448802  -0.0005770351            0  
   377    2.177675     12.87259  0.0005008969   -0.8144225  -0.0005770351            0  
   378    2.175261     12.87259  0.002935393     1.978776  -0.0005770351            0  
   379    2.155542     12.87259  3.899075e-05      4.11846  -0.0005770351            0  
   380    2.154827     12.87259  4.971079e-05    0.5842325  -0.0005770351            0  
   381    2.152029     12.87259  0.0004567059    0.8422735  -0.0005770351            0  
   382    2.146198     12.87259  0.0001663167   -0.3964465  -0.0005770351            0  
   383    2.123707     12.87259  0.0003321928     1.763599  -0.0005770351            0  
   384   0.9162143     12.87259  0.004617084     3.704551  -0.0005770351            0  
